Date,Open,High,Low,Close,Adj Close,Volume
"Sep 17, 2025",238.97,240.1,237.73,238.99,238.99,"46,435,200"
"Sep 16, 2025",237.18,241.22,236.32,238.15,238.15,"63,421,100"
"Sep 15, 2025",237,238.19,235.03,236.7,236.7,"42,699,500"
"Sep 12, 2025",229.22,234.51,229.02,234.07,234.07,"55,824,200"
"Sep 11, 2025",226.88,230.45,226.65,230.03,230.03,"50,208,600"
"Sep 10, 2025",232.19,232.42,225.95,226.79,226.79,"83,440,800"
"Sep 9, 2025",237,238.78,233.36,234.35,234.35,"66,313,900"
"Sep 8, 2025",239.3,240.15,236.34,237.88,237.88,"48,999,500"
"Sep 5, 2025",240,241.32,238.49,239.69,239.69,"54,870,400"
"Sep 4, 2025",238.45,239.9,236.74,239.78,239.78,"47,549,400"
"Sep 3, 2025",237.21,238.85,234.36,238.47,238.47,"66,427,800"
"Sep 2, 2025",229.25,230.85,226.97,229.72,229.72,"44,075,600"
"Aug 29, 2025",232.51,233.38,231.37,232.14,232.14,"39,418,400"
"Aug 28, 2025",230.82,233.41,229.34,232.56,232.56,"38,074,700"
"Aug 27, 2025",228.61,230.9,228.26,230.49,230.49,"31,259,500"
"Aug 26, 2025",226.87,229.49,224.69,229.31,229.31,"54,575,100"
"Aug 25, 2025",226.48,229.3,226.23,227.16,227.16,"30,983,100"
"Aug 22, 2025",226.17,229.09,225.41,227.76,227.76,"42,477,800"
"Aug 21, 2025",226.27,226.52,223.78,224.9,224.9,"30,621,200"
"Aug 20, 2025",229.98,230.47,225.77,226.01,226.01,"42,263,900"
"Aug 19, 2025",231.28,232.87,229.35,230.56,230.56,"39,402,600"
"Aug 18, 2025",231.7,233.12,230.11,230.89,230.89,"37,476,200"
"Aug 15, 2025",234,234.28,229.34,231.59,231.59,"56,038,700"
"Aug 14, 2025",234.06,235.12,230.85,232.78,232.78,"51,916,300"
"Aug 13, 2025",231.07,235,230.43,233.33,233.33,"69,878,500"
"Aug 12, 2025",228.01,230.8,227.07,229.65,229.65,"55,626,200"
"Aug 11, 2025",0.26 Dividend,,,,,
"Aug 11, 2025",227.92,229.56,224.76,227.18,227.18,"61,806,100"
"Aug 8, 2025",220.83,231,219.25,229.35,229.09,"113,854,000"
"Aug 7, 2025",218.88,220.85,216.58,220.03,219.78,"90,224,800"
"Aug 6, 2025",205.63,215.38,205.59,213.25,213.01,"108,483,100"
"Aug 5, 2025",203.4,205.34,202.16,202.92,202.69,"44,155,100"
"Aug 4, 2025",204.51,207.88,201.68,203.35,203.12,"75,109,300"
"Aug 1, 2025",210.87,213.58,201.5,202.38,202.15,"104,434,500"
"Jul 31, 2025",208.49,209.84,207.16,207.57,207.33,"80,698,400"
"Jul 30, 2025",211.9,212.39,207.72,209.05,208.81,"45,512,500"
"Jul 29, 2025",214.18,214.81,210.82,211.27,211.03,"51,411,700"
"Jul 28, 2025",214.03,214.85,213.06,214.05,213.81,"37,858,000"
"Jul 25, 2025",214.7,215.24,213.4,213.88,213.64,"40,268,800"
"Jul 24, 2025",213.9,215.69,213.53,213.76,213.52,"46,022,600"
"Jul 23, 2025",215,215.15,212.41,214.15,213.91,"46,989,300"
"Jul 22, 2025",213.14,214.95,212.23,214.4,214.16,"46,404,100"
"Jul 21, 2025",212.1,215.78,211.63,212.48,212.24,"51,377,400"
"Jul 18, 2025",210.87,211.79,209.7,211.18,210.94,"48,974,600"
"Jul 17, 2025",210.57,211.8,209.59,210.02,209.78,"48,068,100"
"Jul 16, 2025",210.3,212.4,208.64,210.16,209.92,"47,490,500"
"Jul 15, 2025",209.22,211.89,208.92,209.11,208.87,"42,296,300"
"Jul 14, 2025",209.93,210.91,207.54,208.62,208.38,"38,840,100"
"Jul 11, 2025",210.57,212.13,209.86,211.16,210.92,"39,765,800"
"Jul 10, 2025",210.51,213.48,210.03,212.41,212.17,"44,443,600"
"Jul 9, 2025",209.53,211.33,207.22,211.14,210.9,"48,749,400"
"Jul 8, 2025",210.1,211.43,208.45,210.01,209.77,"42,848,900"
"Jul 7, 2025",212.68,216.23,208.8,209.95,209.71,"50,229,000"
"Jul 3, 2025",212.15,214.65,211.81,213.55,213.31,"34,955,800"
"Jul 2, 2025",208.91,213.34,208.14,212.44,212.2,"67,941,800"
"Jul 1, 2025",206.67,210.19,206.14,207.82,207.58,"78,788,900"
"Jun 30, 2025",202.01,207.39,199.26,205.17,204.94,"91,912,800"
"Jun 27, 2025",201.89,203.22,200,201.08,200.85,"73,188,600"
"Jun 26, 2025",201.43,202.64,199.46,201,200.77,"50,799,100"
"Jun 25, 2025",201.45,203.67,200.62,201.56,201.33,"39,525,700"
"Jun 24, 2025",202.59,203.44,200.2,200.3,200.07,"54,064,000"
"Jun 23, 2025",201.63,202.3,198.96,201.5,201.27,"55,814,300"
"Jun 20, 2025",198.24,201.7,196.86,201,200.77,"96,813,500"
"Jun 18, 2025",195.94,197.57,195.07,196.58,196.36,"45,394,700"
"Jun 17, 2025",197.2,198.39,195.21,195.64,195.42,"38,856,200"
"Jun 16, 2025",197.3,198.69,196.56,198.42,198.2,"43,020,700"
"Jun 13, 2025",199.73,200.37,195.7,196.45,196.23,"51,447,300"
"Jun 12, 2025",199.08,199.68,197.36,199.2,198.97,"43,904,600"
"Jun 11, 2025",203.5,204.5,198.41,198.78,198.55,"60,989,900"
"Jun 10, 2025",200.6,204.35,200.57,202.67,202.44,"54,672,600"
"Jun 9, 2025",204.39,206,200.02,201.45,201.22,"72,862,600"
"Jun 6, 2025",203,205.7,202.05,203.92,203.69,"46,607,700"
"Jun 5, 2025",203.5,204.75,200.15,200.63,200.4,"55,126,100"
"Jun 4, 2025",202.91,206.24,202.1,202.82,202.59,"43,604,000"
"Jun 3, 2025",201.35,203.77,200.96,203.27,203.04,"46,381,600"
"Jun 2, 2025",200.28,202.13,200.12,201.7,201.47,"35,423,300"
"May 30, 2025",199.37,201.96,196.78,200.85,200.62,"70,819,900"
"May 29, 2025",203.58,203.81,198.51,199.95,199.72,"51,396,800"
"May 28, 2025",200.59,202.73,199.9,200.42,200.19,"45,339,700"
"May 27, 2025",198.3,200.74,197.43,200.21,199.98,"56,288,500"
"May 23, 2025",193.67,197.7,193.46,195.27,195.05,"78,432,900"
"May 22, 2025",200.71,202.75,199.7,201.36,201.13,"46,742,400"
"May 21, 2025",205.17,207.04,200.71,202.09,201.86,"59,211,800"
"May 20, 2025",207.67,208.47,205.03,206.86,206.63,"42,496,600"
"May 19, 2025",207.91,209.48,204.26,208.78,208.54,"46,140,500"
"May 16, 2025",212.36,212.57,209.77,211.26,211.02,"54,737,900"
"May 15, 2025",210.95,212.96,209.54,211.45,211.21,"45,029,500"
"May 14, 2025",212.43,213.94,210.58,212.33,212.09,"49,325,800"
"May 13, 2025",210.43,213.4,209,212.93,212.69,"51,909,300"
"May 12, 2025",0.26 Dividend,,,,,
"May 12, 2025",210.97,211.27,206.75,210.79,210.55,"63,775,800"
"May 9, 2025",199,200.54,197.54,198.53,198.05,"36,453,900"
"May 8, 2025",197.72,200.05,194.68,197.49,197.01,"50,478,900"
"May 7, 2025",199.17,199.44,193.25,196.25,195.77,"68,536,700"
"May 6, 2025",198.21,200.65,197.02,198.51,198.03,"51,216,500"
"May 5, 2025",203.1,204.1,198.21,198.89,198.4,"69,018,500"
"May 2, 2025",206.09,206.99,202.16,205.35,204.85,"101,010,600"
"May 1, 2025",209.08,214.56,208.9,213.32,212.8,"57,365,700"
"Apr 30, 2025",209.3,213.58,206.67,212.5,211.98,"52,286,500"
"Apr 29, 2025",208.69,212.24,208.37,211.21,210.69,"36,827,600"
"Apr 28, 2025",210,211.5,207.46,210.14,209.63,"38,743,100"
"Apr 25, 2025",206.37,209.75,206.2,209.28,208.77,"38,222,300"
"Apr 24, 2025",204.89,208.83,202.94,208.37,207.86,"47,311,000"
"Apr 23, 2025",206,208,202.8,204.6,204.1,"52,929,200"
"Apr 22, 2025",196.12,201.59,195.97,199.74,199.25,"52,976,400"
"Apr 21, 2025",193.27,193.8,189.81,193.16,192.69,"46,742,500"
"Apr 17, 2025",197.2,198.83,194.42,196.98,196.5,"52,164,700"
"Apr 16, 2025",198.36,200.7,192.37,194.27,193.8,"59,732,400"
"Apr 15, 2025",201.86,203.51,199.8,202.14,201.65,"51,343,900"
"Apr 14, 2025",211.44,212.94,201.16,202.52,202.03,"101,352,900"
"Apr 11, 2025",186.1,199.54,186.06,198.15,197.67,"87,435,900"
"Apr 10, 2025",189.07,194.78,183,190.42,189.96,"121,880,000"
"Apr 9, 2025",171.95,200.61,171.89,198.85,198.36,"184,395,900"
"Apr 8, 2025",186.7,190.34,169.21,172.42,172,"120,859,500"
"Apr 7, 2025",177.2,194.15,174.62,181.46,181.02,"160,466,300"
"Apr 4, 2025",193.89,199.88,187.34,188.38,187.92,"125,910,900"
"Apr 3, 2025",205.54,207.49,201.25,203.19,202.69,"103,419,000"
"Apr 2, 2025",221.32,225.19,221.02,223.89,223.34,"35,905,900"
"Apr 1, 2025",219.81,223.68,218.9,223.19,222.65,"36,412,700"
"Mar 31, 2025",217.01,225.62,216.23,222.13,221.59,"65,299,300"
"Mar 28, 2025",221.67,223.81,217.68,217.9,217.37,"39,818,600"
"Mar 27, 2025",221.39,224.99,220.56,223.85,223.3,"37,094,800"
"Mar 26, 2025",223.51,225.02,220.47,221.53,220.99,"34,466,100"
"Mar 25, 2025",220.77,224.1,220.08,223.75,223.2,"34,493,600"
"Mar 24, 2025",221,221.48,218.58,220.73,220.19,"44,299,500"
"Mar 21, 2025",211.56,218.84,211.28,218.27,217.74,"94,127,800"
"Mar 20, 2025",213.99,217.49,212.22,214.1,213.58,"48,862,900"
"Mar 19, 2025",214.22,218.76,213.75,215.24,214.71,"54,385,400"
"Mar 18, 2025",214.16,215.15,211.49,212.69,212.17,"42,432,400"
"Mar 17, 2025",213.31,215.22,209.97,214,213.48,"48,073,400"
"Mar 14, 2025",211.25,213.95,209.58,213.49,212.97,"60,107,600"
"Mar 13, 2025",215.95,216.84,208.42,209.68,209.17,"61,368,300"
"Mar 12, 2025",220.14,221.75,214.91,216.98,216.45,"62,547,500"
"Mar 11, 2025",223.81,225.84,217.45,220.84,220.3,"76,137,400"
"Mar 10, 2025",235.54,236.16,224.22,227.48,226.92,"72,071,200"
"Mar 7, 2025",235.11,241.37,234.76,239.07,238.49,"46,273,600"
"Mar 6, 2025",234.44,237.86,233.16,235.33,234.76,"45,170,400"
"Mar 5, 2025",235.42,236.55,229.23,235.74,235.16,"47,227,600"
"Mar 4, 2025",237.71,240.07,234.68,235.93,235.35,"53,798,100"
"Mar 3, 2025",241.79,244.03,236.11,238.03,237.45,"47,184,000"
"Feb 28, 2025",236.95,242.09,230.2,241.84,241.25,"56,833,400"
"Feb 27, 2025",239.41,242.46,237.06,237.3,236.72,"41,153,600"
"Feb 26, 2025",244.33,244.98,239.13,240.36,239.77,"44,433,600"
"Feb 25, 2025",248,250,244.91,247.04,246.44,"48,013,300"
"Feb 24, 2025",244.93,248.86,244.42,247.1,246.5,"51,326,400"
"Feb 21, 2025",245.95,248.69,245.22,245.55,244.95,"53,197,400"
"Feb 20, 2025",244.94,246.78,244.29,245.83,245.23,"32,316,900"
"Feb 19, 2025",244.66,246.01,243.16,244.87,244.27,"32,204,200"
"Feb 18, 2025",244.15,245.18,241.84,244.47,243.87,"48,822,500"
"Feb 14, 2025",241.25,245.55,240.99,244.6,244,"40,896,200"
"Feb 13, 2025",236.91,242.34,235.57,241.53,240.94,"53,614,100"
"Feb 12, 2025",231.2,236.96,230.68,236.87,236.29,"45,243,300"
"Feb 11, 2025",228.2,235.23,228.13,232.62,232.05,"53,718,400"
"Feb 10, 2025",0.25 Dividend,,,,,
"Feb 10, 2025",229.57,230.59,227.2,227.65,227.09,"33,115,600"
"Feb 7, 2025",232.6,234,227.26,227.63,226.82,"39,707,200"
"Feb 6, 2025",231.29,233.8,230.43,233.22,232.4,"29,925,300"
"Feb 5, 2025",228.53,232.67,228.27,232.47,231.65,"39,620,300"
"Feb 4, 2025",227.25,233.13,226.65,232.8,231.98,"45,067,300"
"Feb 3, 2025",229.99,231.83,225.7,228.01,227.2,"73,063,300"
"Jan 31, 2025",247.19,247.19,233.44,236,235.17,"100,959,800"
"Jan 30, 2025",238.67,240.79,237.21,237.59,236.75,"55,658,300"
"Jan 29, 2025",234.12,239.86,234.01,239.36,238.51,"45,486,100"
"Jan 28, 2025",230.85,240.19,230.81,238.26,237.42,"75,707,600"
"Jan 27, 2025",224.02,232.15,223.98,229.86,229.05,"94,863,400"
"Jan 24, 2025",224.78,225.63,221.41,222.78,221.99,"54,697,900"
"Jan 23, 2025",224.74,227.03,222.3,223.66,222.87,"60,234,800"
"Jan 22, 2025",219.79,224.12,219.79,223.83,223.04,"64,126,500"
"Jan 21, 2025",224,224.42,219.38,222.64,221.85,"98,070,400"
"Jan 17, 2025",232.12,232.29,228.48,229.98,229.17,"68,488,300"
"Jan 16, 2025",237.35,238.01,228.03,228.26,227.45,"71,759,100"
"Jan 15, 2025",234.64,238.96,234.43,237.87,237.03,"39,832,000"
"Jan 14, 2025",234.75,236.12,232.47,233.28,232.45,"39,435,300"
"Jan 13, 2025",233.53,234.67,229.72,234.4,233.57,"49,630,700"
"Jan 10, 2025",240.01,240.16,233,236.85,236.01,"61,710,900"
"Jan 8, 2025",241.92,243.71,240.05,242.7,241.84,"37,628,900"
"Jan 7, 2025",242.98,245.55,241.35,242.21,241.35,"40,856,000"
"Jan 6, 2025",244.31,247.33,243.2,245,244.13,"45,045,600"
"Jan 3, 2025",243.36,244.18,241.89,243.36,242.5,"40,244,100"
"Jan 2, 2025",248.93,249.1,241.82,243.85,242.99,"55,740,700"
"Dec 31, 2024",252.44,253.28,249.43,250.42,249.53,"39,480,700"
"Dec 30, 2024",252.23,253.5,250.75,252.2,251.31,"35,557,500"
"Dec 27, 2024",257.83,258.7,253.06,255.59,254.69,"42,355,300"
"Dec 26, 2024",258.19,260.1,257.63,259.02,258.1,"27,237,100"
"Dec 24, 2024",255.49,258.21,255.29,258.2,257.29,"23,234,700"
"Dec 23, 2024",254.77,255.65,253.45,255.27,254.37,"40,858,800"
"Dec 20, 2024",248.04,255,245.69,254.49,253.59,"147,495,300"
"Dec 19, 2024",247.5,252,247.09,249.79,248.91,"60,882,300"
"Dec 18, 2024",252.16,254.28,247.74,248.05,247.17,"56,774,100"
"Dec 17, 2024",250.08,253.83,249.78,253.48,252.58,"51,356,400"
"Dec 16, 2024",247.99,251.38,247.65,251.04,250.15,"51,694,800"
"Dec 13, 2024",247.82,249.29,246.24,248.13,247.25,"33,155,300"
"Dec 12, 2024",246.89,248.74,245.68,247.96,247.08,"32,777,500"
"Dec 11, 2024",247.96,250.8,246.26,246.49,245.62,"45,205,800"
"Dec 10, 2024",246.89,248.21,245.34,247.77,246.89,"36,914,800"
"Dec 9, 2024",241.83,247.24,241.75,246.75,245.88,"44,649,200"
"Dec 6, 2024",242.91,244.63,242.08,242.84,241.98,"36,870,600"
"Dec 5, 2024",243.99,244.54,242.13,243.04,242.18,"40,033,900"
"Dec 4, 2024",242.87,244.11,241.25,243.01,242.15,"44,383,900"
"Dec 3, 2024",239.81,242.76,238.9,242.65,241.79,"38,861,000"
"Dec 2, 2024",237.27,240.79,237.16,239.59,238.74,"48,137,100"
"Nov 29, 2024",234.81,237.81,233.97,237.33,236.49,"28,481,400"
"Nov 27, 2024",234.47,235.69,233.81,234.93,234.1,"33,498,400"
"Nov 26, 2024",233.33,235.57,233.33,235.06,234.23,"45,986,200"
"Nov 25, 2024",231.46,233.25,229.74,232.87,232.05,"90,152,800"
"Nov 22, 2024",228.06,230.72,228.06,229.87,229.06,"38,168,300"
"Nov 21, 2024",228.88,230.16,225.71,228.52,227.71,"42,108,300"
"Nov 20, 2024",228.06,229.93,225.89,229,228.19,"35,169,600"
"Nov 19, 2024",226.98,230.16,226.66,228.28,227.47,"36,211,800"
"Nov 18, 2024",225.25,229.74,225.17,228.02,227.21,"44,633,700"
"Nov 15, 2024",226.4,226.92,224.27,225,224.2,"47,923,700"
"Nov 14, 2024",225.02,228.87,225,228.22,227.41,"44,923,900"
"Nov 13, 2024",224.01,226.65,222.76,225.12,224.32,"48,566,200"
"Nov 12, 2024",224.55,225.59,223.36,224.23,223.44,"40,398,300"
"Nov 11, 2024",225,225.7,221.5,224.23,223.44,"42,005,600"
"Nov 8, 2024",0.25 Dividend,,,,,
"Nov 8, 2024",227.17,228.66,226.41,226.96,226.16,"38,328,800"
"Nov 7, 2024",224.63,227.88,224.57,227.48,226.43,"42,137,700"
"Nov 6, 2024",222.61,226.07,221.19,222.72,221.69,"54,561,100"
"Nov 5, 2024",221.8,223.95,221.14,223.45,222.41,"28,111,300"
"Nov 4, 2024",220.99,222.79,219.71,222.01,220.98,"44,944,500"
"Nov 1, 2024",220.97,225.35,220.27,222.91,221.88,"65,276,700"
"Oct 31, 2024",229.34,229.83,225.37,225.91,224.86,"64,370,100"
"Oct 30, 2024",232.61,233.47,229.55,230.1,229.03,"47,070,900"
"Oct 29, 2024",233.1,234.33,232.32,233.67,232.59,"35,417,200"
"Oct 28, 2024",233.32,234.73,232.55,233.4,232.32,"36,087,100"
"Oct 25, 2024",229.74,233.22,229.57,231.41,230.34,"38,802,300"
"Oct 24, 2024",229.98,230.82,228.41,230.57,229.5,"31,109,500"
"Oct 23, 2024",234.08,235.14,227.76,230.76,229.69,"52,287,000"
"Oct 22, 2024",233.89,236.22,232.6,235.86,234.77,"38,846,600"
"Oct 21, 2024",234.45,236.85,234.45,236.48,235.38,"36,254,500"
"Oct 18, 2024",236.18,236.18,234.01,235,233.91,"46,431,500"
"Oct 17, 2024",233.43,233.85,230.52,232.15,231.07,"32,993,800"
"Oct 16, 2024",231.6,232.12,229.84,231.78,230.71,"34,082,200"
"Oct 15, 2024",233.61,237.49,232.37,233.85,232.77,"64,751,400"
"Oct 14, 2024",228.7,231.73,228.6,231.3,230.23,"39,882,100"
"Oct 11, 2024",229.3,229.41,227.34,227.55,226.5,"31,759,200"
"Oct 10, 2024",227.78,229.5,227.17,229.04,227.98,"28,183,500"
"Oct 9, 2024",225.23,229.75,224.83,229.54,228.48,"33,591,100"
"Oct 8, 2024",224.3,225.98,223.25,225.77,224.72,"31,855,700"
"Oct 7, 2024",224.5,225.69,221.33,221.69,220.66,"39,505,400"
"Oct 4, 2024",227.9,228,224.13,226.8,225.75,"37,245,100"
"Oct 3, 2024",225.14,226.81,223.32,225.67,224.62,"34,044,200"
"Oct 2, 2024",225.89,227.37,223.02,226.78,225.73,"32,880,600"
"Oct 1, 2024",229.52,229.65,223.74,226.21,225.16,"63,285,000"
"Sep 30, 2024",230.04,233,229.65,233,231.92,"54,541,900"
"Sep 27, 2024",228.46,229.52,227.3,227.79,226.73,"34,026,000"
"Sep 26, 2024",227.3,228.5,225.41,227.52,226.47,"36,636,700"
"Sep 25, 2024",224.93,227.29,224.02,226.37,225.32,"42,308,700"
"Sep 24, 2024",228.65,229.35,225.73,227.37,226.32,"43,556,100"
"Sep 23, 2024",227.34,229.45,225.81,226.47,225.42,"54,146,000"
"Sep 20, 2024",229.97,233.09,227.62,228.2,227.14,"318,679,900"
"Sep 19, 2024",224.99,229.82,224.63,228.87,227.81,"66,781,300"
"Sep 18, 2024",217.55,222.71,217.54,220.69,219.67,"59,894,900"